Engine_Supplier_Region,Engine_Transport_Mode,Is_Critical_Engine,Transmission_Supplier_Region,Transmission_Transport_Mode,Is_Critical_Transmission,Brake_System_Supplier_Region,Brake_System_Transport_Mode,Is_Critical_Brake_System,Suspension_Supplier_Region,Suspension_Transport_Mode,Is_Critical_Suspension,Infotainment_Supplier_Region,Infotainment_Transport_Mode,Is_Critical_Infotainment,Car_Delayed,Engine_Delayed_Flag,Transmission_Delayed_Flag,Brake_System_Delayed_Flag,Suspension_Delayed_Flag,Infotainment_Delayed_Flag,Any_Critical_Part_Delayed,Order_Urgency,Holiday_Proximity,Weather_Condition_On_Delivery,Strike_Notice,Production_Shift,Total_Parts_Delayed,Route_Type,Distance_KM,Traffic_Level,Supplier_Performance_Score,Contract_Penalty_Per_Day,Engine_Supplier_Group,Transmission_Supplier_Group,Brake_System_Supplier_Group,Suspension_Supplier_Group,Infotainment_Supplier_Group,Engine_Reliability_Score,Transmission_Reliability_Score,Brake_System_Reliability_Score,Suspension_Reliability_Score,Infotainment_Reliability_Score,Traffic_Severity_Index,Month_Scheduled,Quarter_Scheduled,Sum_Critical_Parts_Delayed
EAST,AIR,0,EAST,SEA,1,WEST,AIR,1,NORTH,ROAD,1,NORTH,SEA,1,1,0,1,1,0,0,1,HIGH,0,CLEAR,0,EVENING,2,MIXED,106.3832427718654,MODERATE,0.16,250,EAST_AIR,EAST_SEA,WEST_AIR,NORTH_ROAD,NORTH_SEA,0.2435897435897435,0.3424657534246575,0.2842105263157894,0.2688172043010752,0.3246753246753247,1.2,2,1,2
EAST,ROAD,1,NORTH,ROAD,0,EAST,AIR,1,SOUTH,SEA,1,EAST,SEA,1,1,1,1,0,0,1,1,MEDIUM,1,CLEAR,0,EVENING,3,RURAL,408.10181905252,HIGH,0.44,250,EAST_ROAD,NORTH_ROAD,EAST_AIR,SOUTH_SEA,EAST_SEA,0.3026315789473684,0.3291139240506329,0.3835616438356164,0.2183908045977011,0.2988505747126437,1.5,2,1,2
WEST,ROAD,1,EAST,AIR,0,SOUTH,SEA,0,EAST,AIR,1,WEST,ROAD,0,0,0,1,1,1,0,1,MEDIUM,0,CLEAR,0,MORNING,3,RURAL,213.3419334483214,MODERATE,0.76,100,WEST_ROAD,EAST_AIR,SOUTH_SEA,EAST_AIR,WEST_ROAD,0.2435897435897435,0.3285714285714285,0.2826086956521739,0.2528735632183908,0.3555555555555555,1.2,2,1,1
EAST,AIR,1,WEST,ROAD,0,EAST,AIR,1,EAST,ROAD,0,SOUTH,AIR,1,0,0,0,1,1,1,1,LOW,1,STORM,1,EVENING,3,URBAN,10.574728454515022,MODERATE,0.72,750,EAST_AIR,WEST_ROAD,EAST_AIR,EAST_ROAD,SOUTH_AIR,0.2435897435897435,0.2790697674418604,0.3835616438356164,0.2647058823529412,0.3375,1.2,2,1,2
WEST,ROAD,0,WEST,AIR,0,EAST,AIR,1,WEST,ROAD,1,SOUTH,ROAD,1,1,1,0,1,0,1,1,HIGH,0,CLEAR,0,EVENING,3,MIXED,169.81748536604982,MODERATE,0.67,100,WEST_SEA,WEST_AIR,EAST_AIR,WEST_ROAD,SOUTH_ROAD,0.2926829268292683,0.2790697674418604,0.3835616438356164,0.3563218390804598,0.2988505747126437,1.2,2,1,2
WEST,AIR,0,WEST,ROAD,1,EAST,SEA,1,EAST,SEA,1,SOUTH,AIR,0,1,0,0,1,1,1,1,MEDIUM,0,CLEAR,0,MORNING,3,MIXED,193.30020297558923,HIGH,0.3,100,WEST_AIR,WEST_ROAD,EAST_SEA,EAST_SEA,SOUTH_AIR,0.3461538461538461,0.2790697674418604,0.2602739726027397,0.2391304347826087,0.3375,1.5,2,1,2
EAST,ROAD,1,EAST,AIR,1,EAST,AIR,1,SOUTH,SEA,1,EAST,SEA,1,0,0,0,0,0,0,0,LOW,0,CLEAR,0,NIGHT,0,URBAN,28.363207116600897,LOW,0.94,1000,EAST_ROAD,SOUTH_SEA,EAST_AIR,SOUTH_SEA,EAST_SEA,0.3026315789473684,0.3,0.3835616438356164,0.2183908045977011,0.2988505747126437,1.0,2,1,0
NORTH,SEA,0,SOUTH,SEA,0,SOUTH,SEA,0,NORTH,AIR,0,WEST,SEA,1,1,0,1,1,0,1,1,HIGH,0,CLEAR,0,EVENING,3,MIXED,67.59622834435918,HIGH,0.5,100,WEST_SEA,SOUTH_SEA,SOUTH_SEA,NORTH_AIR,WEST_SEA,0.2926829268292683,0.3163265306122449,0.2826086956521739,0.3116883116883117,0.4,1.5,2,1,1
NORTH,SEA,1,SOUTH,AIR,0,EAST,AIR,1,EAST,AIR,1,EAST,AIR,0,1,0,1,0,1,1,1,LOW,0,SNOW,0,EVENING,3,URBAN,33.109891094845715,MODERATE,0.38,100,NORTH_SEA,SOUTH_SEA,EAST_AIR,EAST_AIR,EAST_AIR,0.2894736842105263,0.3,0.3835616438356164,0.2528735632183908,0.2988505747126437,1.2,2,1,1
WEST,SEA,1,NORTH,ROAD,1,EAST,SEA,0,NORTH,ROAD,1,SOUTH,SEA,1,0,0,1,0,0,0,1,HIGH,1,CLEAR,0,MORNING,1,MIXED,158.51301705328774,MODERATE,0.76,250,WEST_SEA,NORTH_ROAD,EAST_SEA,NORTH_ROAD,SOUTH_SEA,0.2435897435897435,0.3291139240506329,0.2602739726027397,0.2688172043010752,0.3452380952380952,1.2,2,1,1
NORTH,SEA,1,EAST,ROAD,1,EAST,AIR,0,WEST,SEA,0,WEST,SEA,1,1,0,0,1,0,1,1,MEDIUM,0,SNOW,0,EVENING,2,RURAL,175.61857331895527,HIGH,0.4,500,NORTH_SEA,EAST_ROAD,EAST_AIR,WEST_SEA,WEST_SEA,0.2894736842105263,0.2790697674418604,0.3835616438356164,0.2352941176470588,0.4,1.5,2,1,1
EAST,SEA,1,WEST,AIR,1,NORTH,ROAD,1,SOUTH,SEA,1,NORTH,ROAD,1,1,1,0,1,0,1,1,MEDIUM,0,RAIN,0,EVENING,3,MIXED,130.99356954208395,LOW,0.18,100,EAST_SEA,WEST_AIR,NORTH_ROAD,SOUTH_SEA,NORTH_ROAD,0.2435897435897435,0.2790697674418604,0.3289473684210526,0.2183908045977011,0.3103448275862069,1.0,2,1,3
EAST,AIR,1,EAST,SEA,1,EAST,AIR,1,SOUTH,AIR,0,EAST,ROAD,1,1,1,1,1,1,0,1,MEDIUM,0,CLEAR,0,EVENING,4,RURAL,341.65733165380766,HIGH,0.11,100,EAST_AIR,EAST_SEA,EAST_AIR,SOUTH_AIR,EAST_ROAD,0.2435897435897435,0.3424657534246575,0.3835616438356164,0.2891566265060241,0.2988505747126437,1.5,2,1,3
NORTH,SEA,1,NORTH,SEA,0,WEST,SEA,1,WEST,ROAD,1,NORTH,SEA,1,1,1,1,0,0,1,1,MEDIUM,1,CLEAR,0,MORNING,3,RURAL,462.9347212876971,HIGH,0.0,100,NORTH_SEA,NORTH_SEA,WEST_SEA,WEST_ROAD,NORTH_SEA,0.2894736842105263,0.4375,0.35,0.3563218390804598,0.3246753246753247,1.5,2,1,2
WEST,AIR,1,EAST,ROAD,1,EAST,ROAD,0,NORTH,AIR,1,SOUTH,ROAD,0,1,1,0,0,1,1,1,MEDIUM,0,STORM,0,MORNING,3,RURAL,219.8398578252008,MODERATE,0.0,250,WEST_AIR,EAST_ROAD,EAST_ROAD,NORTH_AIR,SOUTH_ROAD,0.3461538461538461,0.2790697674418604,0.2602739726027397,0.3116883116883117,0.2988505747126437,1.2,2,1,2
WEST,SEA,0,EAST,SEA,1,EAST,ROAD,1,EAST,ROAD,0,SOUTH,AIR,0,1,1,1,1,0,1,1,HIGH,0,CLEAR,0,EVENING,4,MIXED,122.14593348291857,MODERATE,0.62,100,WEST_SEA,EAST_SEA,EAST_ROAD,EAST_ROAD,SOUTH_AIR,0.2435897435897435,0.3424657534246575,0.2602739726027397,0.2647058823529412,0.3375,1.2,2,1,2
SOUTH,ROAD,1,EAST,ROAD,1,SOUTH,SEA,0,SOUTH,ROAD,1,SOUTH,ROAD,1,1,1,1,0,0,1,1,MEDIUM,0,CLEAR,0,NIGHT,3,URBAN,81.78031905734693,MODERATE,0.24,100,SOUTH_ROAD,EAST_ROAD,SOUTH_SEA,SOUTH_ROAD,SOUTH_ROAD,0.3214285714285714,0.2790697674418604,0.2826086956521739,0.2244897959183673,0.2988505747126437,1.2,2,1,3
EAST,SEA,0,EAST,AIR,0,SOUTH,AIR,1,EAST,SEA,0,WEST,ROAD,0,0,1,1,0,0,1,0,LOW,0,CLEAR,0,MORNING,3,URBAN,54.68150371197698,LOW,0.66,100,EAST_SEA,EAST_AIR,SOUTH_AIR,EAST_SEA,WEST_ROAD,0.2435897435897435,0.3285714285714285,0.2602739726027397,0.2391304347826087,0.3555555555555555,1.0,2,1,0
WEST,ROAD,1,NORTH,AIR,1,WEST,AIR,0,EAST,SEA,1,WEST,ROAD,1,1,1,1,0,1,1,1,LOW,0,CLEAR,0,EVENING,4,URBAN,34.576372897553114,HIGH,0.03,1000,WEST_ROAD,NORTH_AIR,WEST_AIR,EAST_SEA,WEST_ROAD,0.2435897435897435,0.2790697674418604,0.2842105263157894,0.2391304347826087,0.3555555555555555,1.5,2,1,4
SOUTH,AIR,0,NORTH,AIR,1,EAST,AIR,1,SOUTH,SEA,1,WEST,ROAD,1,0,1,0,0,0,0,0,MEDIUM,1,RAIN,0,EVENING,1,URBAN,67.34813291274523,LOW,0.76,500,SOUTH_AIR,NORTH_AIR,EAST_AIR,SOUTH_SEA,WEST_ROAD,0.2702702702702703,0.2790697674418604,0.3835616438356164,0.2183908045977011,0.3555555555555555,1.0,2,1,0
SOUTH,SEA,1,SOUTH,AIR,0,EAST,ROAD,1,WEST,SEA,0,WEST,SEA,0,1,1,0,1,0,1,1,MEDIUM,0,CLEAR,0,NIGHT,3,RURAL,208.6189037906744,MODERATE,0.21,100,SOUTH_SEA,SOUTH_AIR,EAST_ROAD,WEST_SEA,WEST_SEA,0.3164556962025316,0.3,0.2602739726027397,0.2352941176470588,0.4,1.2,2,1,2
NORTH,AIR,0,NORTH,AIR,1,WEST,AIR,1,SOUTH,AIR,1,SOUTH,SEA,1,1,1,0,0,1,1,1,LOW,0,SNOW,0,MORNING,3,URBAN,67.2787224589273,LOW,0.24,750,NORTH_AIR,NORTH_AIR,WEST_AIR,SOUTH_AIR,SOUTH_SEA,0.3857142857142857,0.2790697674418604,0.2842105263157894,0.2891566265060241,0.3452380952380952,1.0,2,1,2
EAST,AIR,1,WEST,AIR,1,NORTH,AIR,0,WEST,AIR,0,NORTH,ROAD,1,1,0,1,1,1,0,1,MEDIUM,0,RAIN,0,EVENING,3,MIXED,157.11303981986418,LOW,0.7,100,EAST_AIR,WEST_AIR,NORTH_AIR,WEST_AIR,NORTH_ROAD,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.3218390804597701,0.3103448275862069,1.0,2,1,1
WEST,SEA,0,SOUTH,AIR,1,WEST,ROAD,0,WEST,SEA,0,SOUTH,AIR,1,1,0,1,0,1,1,1,HIGH,0,SNOW,0,MORNING,3,MIXED,121.19463136247208,HIGH,0.14,100,WEST_SEA,SOUTH_AIR,WEST_ROAD,WEST_SEA,SOUTH_AIR,0.2926829268292683,0.3,0.2717391304347826,0.2352941176470588,0.3375,1.5,2,1,2
WEST,AIR,0,EAST,SEA,0,WEST,SEA,1,NORTH,SEA,0,EAST,SEA,0,0,1,1,0,1,0,0,HIGH,0,RAIN,0,EVENING,3,MIXED,164.1486140042141,MODERATE,0.98,100,WEST_AIR,EAST_SEA,WEST_SEA,NORTH_SEA,EAST_SEA,0.3461538461538461,0.3424657534246575,0.35,0.1969696969696969,0.2988505747126437,1.2,2,1,0
SOUTH,SEA,1,NORTH,SEA,1,NORTH,SEA,1,EAST,SEA,1,NORTH,SEA,1,1,1,1,0,0,1,1,HIGH,0,CLEAR,0,EVENING,3,MIXED,156.25444650725524,HIGH,0.0,100,SOUTH_SEA,NORTH_SEA,NORTH_SEA,EAST_SEA,NORTH_SEA,0.3164556962025316,0.4375,0.2738095238095238,0.2391304347826087,0.3246753246753247,1.5,2,1,3
NORTH,ROAD,0,NORTH,AIR,0,SOUTH,ROAD,1,EAST,ROAD,1,WEST,AIR,1,1,1,1,1,0,1,1,HIGH,0,CLEAR,0,NIGHT,4,MIXED,68.20796272391097,HIGH,0.49,250,NORTH_ROAD,NORTH_AIR,SOUTH_ROAD,EAST_ROAD,WEST_AIR,0.2926829268292683,0.2790697674418604,0.2888888888888888,0.2647058823529412,0.3409090909090909,1.5,2,1,2
NORTH,AIR,0,NORTH,AIR,1,WEST,AIR,1,EAST,AIR,1,SOUTH,SEA,1,1,1,0,1,0,1,1,HIGH,0,CLEAR,0,MORNING,3,MIXED,126.41331922246846,HIGH,0.1,100,NORTH_AIR,NORTH_AIR,WEST_AIR,EAST_AIR,SOUTH_SEA,0.3857142857142857,0.2790697674418604,0.2842105263157894,0.2528735632183908,0.3452380952380952,1.5,2,1,2
SOUTH,ROAD,1,SOUTH,AIR,1,EAST,ROAD,0,SOUTH,ROAD,1,NORTH,ROAD,0,1,1,1,0,0,1,1,LOW,1,STORM,0,NIGHT,3,URBAN,81.80322839727711,LOW,0.49,100,SOUTH_ROAD,SOUTH_AIR,EAST_ROAD,SOUTH_ROAD,NORTH_ROAD,0.3214285714285714,0.3,0.2602739726027397,0.2244897959183673,0.3103448275862069,1.0,2,1,2
WEST,ROAD,0,WEST,AIR,0,EAST,SEA,1,SOUTH,ROAD,0,SOUTH,SEA,0,0,1,0,1,1,1,1,LOW,0,SNOW,0,MORNING,4,URBAN,53.25279195939832,LOW,0.66,250,WEST_SEA,SOUTH_SEA,EAST_SEA,SOUTH_ROAD,SOUTH_SEA,0.2926829268292683,0.3,0.2602739726027397,0.2244897959183673,0.3452380952380952,1.0,2,1,1
WEST,AIR,1,NORTH,SEA,1,SOUTH,ROAD,1,WEST,SEA,1,EAST,SEA,1,1,0,1,1,0,1,1,MEDIUM,0,RAIN,0,NIGHT,3,RURAL,458.3047657196249,LOW,0.09,100,WEST_AIR,NORTH_SEA,SOUTH_ROAD,WEST_SEA,EAST_SEA,0.3461538461538461,0.4375,0.2888888888888888,0.2352941176470588,0.2988505747126437,1.0,2,1,3
SOUTH,ROAD,0,WEST,AIR,0,WEST,SEA,0,NORTH,AIR,0,EAST,ROAD,1,0,1,1,0,1,0,0,HIGH,1,CLEAR,0,EVENING,3,MIXED,96.09349473894298,LOW,0.84,500,SOUTH_ROAD,SOUTH_SEA,WEST_SEA,NORTH_AIR,EAST_ROAD,0.3214285714285714,0.3,0.35,0.3116883116883117,0.2988505747126437,1.0,2,1,0
WEST,SEA,0,WEST,ROAD,1,WEST,SEA,1,WEST,ROAD,1,EAST,SEA,1,1,0,1,1,0,1,1,MEDIUM,0,CLEAR,1,NIGHT,3,RURAL,455.4555876696106,HIGH,0.0,250,WEST_SEA,WEST_ROAD,WEST_SEA,WEST_ROAD,EAST_SEA,0.2435897435897435,0.2790697674418604,0.35,0.3563218390804598,0.2988505747126437,1.5,2,1,3
SOUTH,ROAD,0,WEST,AIR,1,WEST,AIR,1,WEST,AIR,0,WEST,AIR,1,0,1,0,0,0,0,0,LOW,0,CLEAR,0,MORNING,1,URBAN,21.598288072610067,LOW,0.94,1000,SOUTH_ROAD,WEST_AIR,WEST_AIR,WEST_AIR,WEST_AIR,0.3214285714285714,0.2790697674418604,0.2842105263157894,0.3218390804597701,0.3409090909090909,1.0,2,1,0
NORTH,AIR,1,NORTH,ROAD,0,EAST,AIR,0,SOUTH,AIR,1,NORTH,SEA,1,1,1,0,1,1,0,1,MEDIUM,0,SNOW,0,MORNING,3,URBAN,95.99713263594413,LOW,0.41,750,NORTH_AIR,NORTH_ROAD,EAST_AIR,SOUTH_AIR,NORTH_SEA,0.3857142857142857,0.3291139240506329,0.3835616438356164,0.2891566265060241,0.3246753246753247,1.0,2,1,2
SOUTH,ROAD,0,SOUTH,SEA,1,EAST,SEA,0,WEST,ROAD,1,WEST,SEA,1,1,0,0,1,1,1,1,HIGH,0,RAIN,0,NIGHT,3,MIXED,156.01658253281687,LOW,0.7,500,SOUTH_ROAD,SOUTH_SEA,EAST_SEA,WEST_ROAD,WEST_SEA,0.3214285714285714,0.3163265306122449,0.2602739726027397,0.3563218390804598,0.4,1.0,2,1,2
NORTH,SEA,0,WEST,SEA,0,SOUTH,AIR,0,EAST,AIR,1,NORTH,SEA,1,1,1,1,0,1,0,1,LOW,0,CLEAR,0,MORNING,3,URBAN,76.31863704497638,MODERATE,0.65,500,NORTH_SEA,WEST_SEA,WEST_AIR,EAST_AIR,NORTH_SEA,0.2894736842105263,0.2839506172839506,0.2826086956521739,0.2528735632183908,0.3246753246753247,1.2,2,1,1
EAST,SEA,1,WEST,AIR,1,WEST,AIR,1,NORTH,SEA,1,NORTH,SEA,0,1,1,0,0,0,1,1,MEDIUM,0,CLEAR,0,EVENING,2,RURAL,268.8075673899821,MODERATE,0.49,250,EAST_SEA,WEST_AIR,WEST_AIR,NORTH_SEA,NORTH_SEA,0.2435897435897435,0.2790697674418604,0.2842105263157894,0.1969696969696969,0.3246753246753247,1.2,2,1,1
SOUTH,SEA,1,NORTH,AIR,1,NORTH,ROAD,1,EAST,ROAD,1,EAST,SEA,1,0,0,0,0,0,0,0,HIGH,0,STORM,0,MORNING,0,MIXED,105.19111269531268,MODERATE,0.78,100,WEST_SEA,NORTH_AIR,NORTH_ROAD,EAST_ROAD,EAST_SEA,0.2926829268292683,0.2790697674418604,0.3289473684210526,0.2647058823529412,0.2988505747126437,1.2,2,1,0
SOUTH,SEA,1,WEST,SEA,1,WEST,SEA,0,EAST,AIR,1,EAST,AIR,1,0,0,0,0,0,0,0,LOW,0,CLEAR,0,MORNING,0,URBAN,33.680131291975854,LOW,0.97,250,SOUTH_SEA,WEST_SEA,WEST_SEA,EAST_AIR,EAST_AIR,0.3164556962025316,0.2839506172839506,0.35,0.2528735632183908,0.2988505747126437,1.0,2,1,0
EAST,ROAD,0,WEST,AIR,1,WEST,SEA,1,EAST,SEA,0,EAST,AIR,1,0,0,1,1,0,1,1,MEDIUM,0,CLEAR,0,MORNING,3,RURAL,196.10507070909665,LOW,0.54,100,EAST_ROAD,WEST_AIR,WEST_SEA,EAST_SEA,EAST_AIR,0.3026315789473684,0.2790697674418604,0.35,0.2391304347826087,0.2988505747126437,1.0,2,1,3
SOUTH,SEA,1,SOUTH,SEA,1,SOUTH,AIR,1,WEST,SEA,1,WEST,AIR,1,0,0,0,0,0,0,0,MEDIUM,0,RAIN,1,EVENING,0,MIXED,147.54885295204053,MODERATE,0.83,500,SOUTH_SEA,SOUTH_SEA,SOUTH_AIR,WEST_SEA,WEST_AIR,0.3164556962025316,0.3163265306122449,0.2602739726027397,0.2352941176470588,0.3409090909090909,1.2,2,1,0
EAST,ROAD,1,NORTH,SEA,0,SOUTH,SEA,1,EAST,SEA,0,SOUTH,AIR,1,1,0,0,1,0,1,1,MEDIUM,0,CLEAR,0,MORNING,2,RURAL,173.66439725727523,MODERATE,0.56,100,EAST_ROAD,NORTH_SEA,SOUTH_SEA,EAST_SEA,SOUTH_AIR,0.3026315789473684,0.4375,0.2826086956521739,0.2391304347826087,0.3375,1.2,2,1,2
WEST,ROAD,0,SOUTH,AIR,1,WEST,ROAD,1,WEST,AIR,1,EAST,ROAD,0,0,0,1,1,0,0,1,LOW,0,STORM,0,MORNING,2,URBAN,51.382038139238816,LOW,1.0,500,WEST_ROAD,SOUTH_AIR,WEST_ROAD,WEST_AIR,EAST_ROAD,0.2435897435897435,0.3,0.2717391304347826,0.3218390804597701,0.2988505747126437,1.0,2,1,2
WEST,ROAD,1,EAST,ROAD,0,NORTH,AIR,1,EAST,AIR,1,SOUTH,AIR,1,1,1,1,0,0,0,1,MEDIUM,0,CLEAR,0,MORNING,2,RURAL,164.68292820107268,HIGH,0.0,500,WEST_ROAD,EAST_ROAD,NORTH_AIR,EAST_AIR,SOUTH_AIR,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2528735632183908,0.3375,1.5,2,1,1
NORTH,AIR,1,NORTH,AIR,1,WEST,AIR,1,SOUTH,ROAD,1,NORTH,AIR,1,1,1,1,1,1,1,1,LOW,1,CLEAR,0,EVENING,5,URBAN,21.81203899141488,MODERATE,0.1,1000,NORTH_AIR,NORTH_AIR,WEST_AIR,SOUTH_ROAD,NORTH_AIR,0.3857142857142857,0.2790697674418604,0.2842105263157894,0.2244897959183673,0.325,1.2,2,1,5
NORTH,ROAD,0,WEST,SEA,0,NORTH,ROAD,1,EAST,ROAD,1,WEST,SEA,0,0,0,0,0,0,0,0,MEDIUM,1,CLEAR,0,EVENING,0,URBAN,29.410763715794545,LOW,0.89,250,NORTH_ROAD,WEST_SEA,NORTH_ROAD,EAST_ROAD,WEST_SEA,0.2926829268292683,0.2839506172839506,0.3289473684210526,0.2647058823529412,0.4,1.0,2,1,0
EAST,ROAD,0,WEST,AIR,1,NORTH,AIR,1,SOUTH,ROAD,0,EAST,SEA,0,1,0,1,1,0,1,1,MEDIUM,0,CLEAR,0,MORNING,3,MIXED,194.46726673837608,MODERATE,0.37,100,EAST_ROAD,WEST_AIR,NORTH_AIR,SOUTH_ROAD,EAST_SEA,0.3026315789473684,0.2790697674418604,0.2602739726027397,0.2244897959183673,0.2988505747126437,1.2,2,1,2
NORTH,SEA,0,WEST,ROAD,1,SOUTH,AIR,1,EAST,ROAD,1,NORTH,SEA,1,1,1,1,0,1,1,1,MEDIUM,0,CLEAR,0,NIGHT,4,RURAL,477.05260938193,HIGH,0.31,1000,NORTH_SEA,WEST_ROAD,SOUTH_AIR,EAST_ROAD,NORTH_SEA,0.2894736842105263,0.2790697674418604,0.2602739726027397,0.2647058823529412,0.3246753246753247,1.5,2,1,3
NORTH,SEA,0,SOUTH,ROAD,0,NORTH,ROAD,1,EAST,SEA,0,WEST,AIR,1,0,1,0,0,1,0,0,LOW,0,CLEAR,0,MORNING,2,URBAN,97.82863794190484,LOW,0.71,250,NORTH_SEA,SOUTH_ROAD,NORTH_ROAD,EAST_SEA,WEST_AIR,0.2894736842105263,0.3055555555555556,0.3289473684210526,0.2391304347826087,0.3409090909090909,1.0,2,1,0
EAST,SEA,1,WEST,AIR,1,EAST,SEA,0,WEST,SEA,1,NORTH,AIR,1,1,0,0,0,0,1,1,HIGH,0,CLEAR,0,EVENING,1,MIXED,51.46562711287755,MODERATE,0.64,1000,EAST_SEA,WEST_AIR,EAST_SEA,WEST_SEA,NORTH_AIR,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2352941176470588,0.325,1.2,2,1,1
NORTH,SEA,1,WEST,AIR,1,WEST,AIR,0,NORTH,AIR,1,WEST,ROAD,1,1,1,0,0,0,1,1,LOW,1,RAIN,0,NIGHT,2,URBAN,62.93820402535515,MODERATE,0.18,750,NORTH_SEA,WEST_AIR,WEST_AIR,NORTH_AIR,WEST_ROAD,0.2894736842105263,0.2790697674418604,0.2842105263157894,0.3116883116883117,0.3555555555555555,1.2,2,1,2
WEST,ROAD,1,NORTH,ROAD,1,SOUTH,AIR,0,EAST,AIR,1,SOUTH,SEA,1,1,1,0,1,1,1,1,MEDIUM,0,SNOW,0,EVENING,4,RURAL,215.13549624619708,LOW,0.48,250,WEST _ROAD,NORTH_ROAD,WEST_AIR,EAST_AIR,SOUTH_SEA,0.25,0.3291139240506329,0.2826086956521739,0.2528735632183908,0.3452380952380952,1.0,2,1,3
WEST,SEA,1,EAST,SEA,1,WEST,ROAD,1,SOUTH,ROAD,1,WEST,AIR,1,1,1,1,0,0,1,1,LOW,0,CLEAR,0,MORNING,3,URBAN,78.24368763361203,HIGH,0.75,1000,WEST_SEA,EAST_SEA,WEST_ROAD,SOUTH_ROAD,WEST_AIR,0.2435897435897435,0.3424657534246575,0.2717391304347826,0.2244897959183673,0.3409090909090909,1.5,2,1,3
SOUTH,ROAD,0,EAST,SEA,1,SOUTH,AIR,1,SOUTH,ROAD,1,NORTH,ROAD,1,1,1,0,0,0,1,1,MEDIUM,0,CLEAR,0,MORNING,2,URBAN,45.894050280721046,HIGH,0.59,100,SOUTH_ROAD,EAST_SEA,WEST_AIR,SOUTH_ROAD,NORTH_ROAD,0.3214285714285714,0.3424657534246575,0.2826086956521739,0.2244897959183673,0.3103448275862069,1.5,2,1,1
EAST,ROAD,1,EAST,ROAD,1,EAST,AIR,0,EAST,SEA,1,SOUTH,AIR,1,1,1,0,1,1,1,1,HIGH,0,CLEAR,0,EVENING,4,MIXED,176.30499415646318,MODERATE,0.64,250,EAST_ROAD,EAST_ROAD,EAST_AIR,EAST_SEA,SOUTH_AIR,0.3026315789473684,0.2790697674418604,0.3835616438356164,0.2391304347826087,0.3375,1.2,2,1,3
WEST,ROAD,0,SOUTH,SEA,1,NORTH,ROAD,1,EAST,SEA,1,SOUTH,ROAD,0,0,1,1,1,0,1,1,MEDIUM,0,RAIN,0,MORNING,4,URBAN,89.07669877196422,LOW,1.0,750,WEST_ROAD,SOUTH_SEA,NORTH_ROAD,EAST_SEA,SOUTH_ROAD,0.2435897435897435,0.3163265306122449,0.3289473684210526,0.2391304347826087,0.2988505747126437,1.0,2,1,2
NORTH,ROAD,0,NORTH,AIR,1,EAST,AIR,1,WEST,SEA,0,NORTH,SEA,1,1,1,1,1,0,0,1,MEDIUM,0,RAIN,0,MORNING,3,URBAN,87.58383858903821,LOW,0.51,250,NORTH_ROAD,NORTH_AIR,EAST_AIR,WEST_SEA,NORTH_SEA,0.2926829268292683,0.2790697674418604,0.3835616438356164,0.2352941176470588,0.3246753246753247,1.0,2,1,2
EAST,AIR,1,WEST,SEA,0,WEST,SEA,0,SOUTH,AIR,1,SOUTH,ROAD,1,0,1,1,0,0,1,1,MEDIUM,0,RAIN,0,NIGHT,3,RURAL,392.788779023521,LOW,0.71,750,EAST_AIR,WEST_SEA,WEST_SEA,SOUTH_AIR,SOUTH_ROAD,0.2435897435897435,0.2839506172839506,0.35,0.2891566265060241,0.2988505747126437,1.0,2,1,2
NORTH,SEA,0,EAST,SEA,1,SOUTH,SEA,1,WEST,ROAD,1,NORTH,AIR,1,1,1,1,1,1,1,1,LOW,1,CLEAR,0,EVENING,5,URBAN,81.10273926763553,MODERATE,0.41,250,NORTH_SEA,EAST_SEA,SOUTH_SEA,WEST_ROAD,NORTH_AIR,0.2894736842105263,0.3424657534246575,0.2826086956521739,0.3563218390804598,0.325,1.2,2,1,4
SOUTH,ROAD,1,SOUTH,SEA,1,EAST,ROAD,1,EAST,AIR,1,WEST,AIR,1,0,0,0,1,0,1,1,MEDIUM,0,STORM,0,EVENING,2,RURAL,264.26145788539714,LOW,0.99,100,SOUTH_ROAD,SOUTH_SEA,EAST_ROAD,EAST_AIR,WEST_AIR,0.3214285714285714,0.3163265306122449,0.2602739726027397,0.2528735632183908,0.3409090909090909,1.0,2,1,2
WEST,SEA,1,WEST,AIR,0,SOUTH,SEA,1,WEST,ROAD,0,WEST,AIR,1,1,1,1,0,1,0,1,LOW,1,RAIN,0,MORNING,3,URBAN,74.42424682138797,LOW,0.25,1000,WEST_SEA,WEST_AIR,WEST_AIR,WEST_ROAD,WEST_AIR,0.2435897435897435,0.2790697674418604,0.2826086956521739,0.3563218390804598,0.3409090909090909,1.0,2,1,1
EAST,AIR,0,EAST,AIR,0,EAST,AIR,0,SOUTH,AIR,1,NORTH,SEA,1,1,0,0,1,1,1,1,LOW,0,CLEAR,0,EVENING,3,URBAN,75.38155436017044,MODERATE,0.48,250,EAST_AIR,EAST_AIR,EAST_AIR,SOUTH_AIR,NORTH_SEA,0.2435897435897435,0.3285714285714285,0.3835616438356164,0.2891566265060241,0.3246753246753247,1.2,2,1,2
